id	data_format	cases	access	file_name	submitter_id	data_category	type	platform	file_size	created_datetime	md5sum	updated_datetime	file_id	data_type	state	experimental_strategy	version	data_release	project	analysis_id	analysis_state	analysis_submitter_id	analysis_workflow_link	analysis_workflow_type	analysis_workflow_version	sample_type	is_ffpe	cases.submitter_id	sample.submitter_id
c7bf9b06-14eb-41d6-8075-5797ca6a6caa	TSV	CPT0353050001	open	e43a0b27-6cec-4c30-ac89-84c43f358f55.rna_seq.augmented_star_gene_counts.tsv	47cb222d-278b-4cbb-8fb1-a17d7da0a6d1	Transcriptome Profiling	gene_expression	Illumina	4224600	2022-04-21T08:55:28.886332-05:00	9bf90455d723651542b2fd61878d1892	2024-07-29T19:40:59.630228-05:00	c7bf9b06-14eb-41d6-8075-5797ca6a6caa	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	3dc6a63b-4919-4bc2-92ae-8cd40e3c7c35	released	e43a0b27-6cec-4c30-ac89-84c43f358f55_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3N-02631	C3N-02631-12
7e44f339-d07c-4725-8b71-3909d1f29eaa	TSV	CPT0182150009	open	c5096331-433e-4020-8a34-c9d6e4963a6e.rna_seq.augmented_star_gene_counts.tsv	8bc21a22-b92d-49e4-8d56-18643d71feac	Transcriptome Profiling	gene_expression	Illumina	4222319	2022-04-04T19:37:35.291881-05:00	52b6f2dbf1274e6a60582fd5f18fa225	2024-07-29T19:21:42.885865-05:00	7e44f339-d07c-4725-8b71-3909d1f29eaa	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	2015110e-f680-4a4c-b247-3626a7396d94	released	c5096331-433e-4020-8a34-c9d6e4963a6e_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-02636	C3N-02636-02
fa03db85-da2c-44c4-ac97-ac5f9700a3ef	TSV	CPT0076200001	open	90d72528-edc9-4fa5-b961-8406272ce31f.rna_seq.augmented_star_gene_counts.tsv	4db7dfad-0d96-4a21-8363-ab8ef44d4d21	Transcriptome Profiling	gene_expression	Illumina	4243038	2022-04-21T08:58:09.253598-05:00	28d1fb2919ef96a74cb26ed2e952e489	2024-07-29T22:01:45.452987-05:00	fa03db85-da2c-44c4-ac97-ac5f9700a3ef	Gene Expression Quantification	released	RNA-Seq	1	34.0 - 43.0	CPTAC-3	32a53c6a-cdc7-4dba-9114-e01724e82e68	released	90d72528-edc9-4fa5-b961-8406272ce31f_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3N-01219	C3N-01219-13
f3a13c85-b725-4910-8f3e-2ac78b7ec3d9	TSV	CPT0076160009	open	6d2bae6e-ed3e-4a06-b170-50c518fbb8a0.rna_seq.augmented_star_gene_counts.tsv	3e1c1e8a-130f-474c-868e-c28a391b89a0	Transcriptome Profiling	gene_expression	Illumina	4238080	2022-01-06T08:53:50.934004-06:00	d81eaaa33c1d3f10242f4dd0446d1e61	2024-07-30T22:00:38.676719-05:00	f3a13c85-b725-4910-8f3e-2ac78b7ec3d9	Gene Expression Quantification	released	RNA-Seq	2	32.0 - 43.0	CPTAC-3	3f42ecf6-f36e-4441-879c-00208903b465	released	6d2bae6e-ed3e-4a06-b170-50c518fbb8a0_star_-_counts	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	STAR - Counts	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	Primary Tumor	NA	C3N-01219	C3N-01219-03
441a745a-d688-4b6c-8393-4ca45c4b691c	TSV	CPT0113330006	open	1d6d864b-4d91-4c43-9581-e8b4ba4f5b0b.rna_seq.augmented_star_gene_counts.tsv	137c3f8e-ee0f-42a3-a643-a149baf39b8d	Transcriptome Profiling	gene_expression	Illumina	4224944	2022-04-04T19:13:18.203370-05:00	2f687c13d945fb20067aac216c2b00b9	2024-07-29T19:09:19.291277-05:00	441a745a-d688-4b6c-8393-4ca45c4b691c	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	432ebd8e-680f-4b3b-acb8-e1951dc76a45	released	1d6d864b-4d91-4c43-9581-e8b4ba4f5b0b_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3L-02357	C3L-02357-02
84b2e85a-9b57-42a1-83ab-b4e681cc345e	TSV	CPT0353620001	open	c65dcf9d-873e-4222-af00-71a2eca81bc3.rna_seq.augmented_star_gene_counts.tsv	65312883-6e3f-4f88-82d9-fa7c6b2cb1b7	Transcriptome Profiling	gene_expression	Illumina	4222627	2022-04-21T08:51:17.895709-05:00	89aebb6affcc75571583207676ab0022	2024-07-29T19:23:24.198889-05:00	84b2e85a-9b57-42a1-83ab-b4e681cc345e	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	4d6180a4-d6fd-4768-b73f-b4c8c8e0fe6f	released	c65dcf9d-873e-4222-af00-71a2eca81bc3_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3N-03005	C3N-03005-13
e1da8816-62c4-4eeb-9916-3e75e4828cfe	TSV	CPT0027420006	open	3925a63a-fe3f-4aea-a45e-cab2790ed53e.rna_seq.augmented_star_gene_counts.tsv	030dd1f7-6c9b-4cf7-982e-47ce193871da	Transcriptome Profiling	gene_expression	Illumina	4246708	2022-01-06T08:58:02.680967-06:00	88dca460b6b598e44eb88fb445386102	2024-07-30T21:49:59.663267-05:00	e1da8816-62c4-4eeb-9916-3e75e4828cfe	Gene Expression Quantification	released	RNA-Seq	2	32.0 - 43.0	CPTAC-3	c443e5df-de22-4c12-a951-8c14e6e7f44f	released	3925a63a-fe3f-4aea-a45e-cab2790ed53e_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3L-00947	C3L-00947-01
c3b11c6b-6e6d-4894-992f-3a79d596a010	TSV	CPT0265110009	open	6edd43b9-840f-4ff6-91da-5606659a40bc.rna_seq.augmented_star_gene_counts.tsv	68cfa0a3-01ec-4a3a-ae1d-6212cdf2c9a5	Transcriptome Profiling	gene_expression	Illumina	4233880	2022-04-21T09:12:47.163740-05:00	e5060845e656cb7aaf8e1c1a392ad09e	2024-07-29T19:39:57.039579-05:00	c3b11c6b-6e6d-4894-992f-3a79d596a010	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	dfbdce7f-59b1-4240-8995-ef40a34850cd	released	6edd43b9-840f-4ff6-91da-5606659a40bc_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-00750	C3N-00750-02
85c37383-322e-4c29-b55d-57f190a06d3e	TSV	CPT0095980001	open	3af34b63-ce7d-434b-b150-c9fc3c4e1996.rna_seq.augmented_star_gene_counts.tsv	af7e5710-1f12-4c07-82b8-f0f092d41cd7	Transcriptome Profiling	gene_expression	Illumina	4241685	2022-04-21T08:58:37.343181-05:00	62aa01bfe5f24d0e26bbb890263c6b88	2024-07-29T19:24:25.138351-05:00	85c37383-322e-4c29-b55d-57f190a06d3e	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	1f7b2650-6abe-44ba-bc30-3413f48e59ff	released	3af34b63-ce7d-434b-b150-c9fc3c4e1996_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3N-01525	C3N-01525-12
2a83c5fb-2ccc-49a1-91f0-2eea6048e8e4	TSV	CPT0095890062	open	f8b11100-fd65-466a-97dc-ab13b618bb17.rna_seq.augmented_star_gene_counts.tsv	26ddc70f-c196-4f69-b9a1-f1874df6bc6a	Transcriptome Profiling	gene_expression	Illumina	4269640	2022-04-04T19:40:42.961857-05:00	72f3041eefe07893a0ac1d3ec06c4a38	2024-07-29T18:57:17.406191-05:00	2a83c5fb-2ccc-49a1-91f0-2eea6048e8e4	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	63bd8927-09e7-4266-8309-203fe5031236	released	f8b11100-fd65-466a-97dc-ab13b618bb17_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-01525	C3N-01525-02
a2298c24-fdcd-40a8-8098-48da4a9e2d21	TSV	CPT0095870046	open	e88f1428-b80b-4597-8631-c61ef59b5f48.rna_seq.augmented_star_gene_counts.tsv	f3ae872a-e714-47ed-84d5-5109657045bd	Transcriptome Profiling	gene_expression	Illumina	4289198	2022-04-04T19:40:20.654335-05:00	4899843d16c2c32a189026f7d6551ca7	2024-07-29T19:29:13.999103-05:00	a2298c24-fdcd-40a8-8098-48da4a9e2d21	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	42f14779-e5f2-44a0-8520-36db643702cd	released	e88f1428-b80b-4597-8631-c61ef59b5f48_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-01525	C3N-01525-02
eb09c369-af8c-46fb-8265-4029c64f3f9d	TSV	CPT0088140006	open	d658c5e7-1fdd-45eb-bfb1-875e71e0dee2.rna_seq.augmented_star_gene_counts.tsv	3e9fe5b9-6565-4758-9e74-8650ff4e45cd	Transcriptome Profiling	gene_expression	Illumina	4238663	2022-04-21T05:22:41.829342-05:00	f5004e98d1d196affa7495513fe84102	2024-07-29T19:49:24.985471-05:00	eb09c369-af8c-46fb-8265-4029c64f3f9d	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	a12a55b0-4cac-402d-8388-914c3fe3cbd2	released	d658c5e7-1fdd-45eb-bfb1-875e71e0dee2_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-01342	C3N-01342-02
81e44462-0fc4-49a5-b717-3a26fd823a13	TSV	CPT0095890059	open	5df55a42-a02c-4e4d-a870-4b1434c343be.rna_seq.augmented_star_gene_counts.tsv	e5825222-a669-4b16-9dc4-b52f36533b91	Transcriptome Profiling	gene_expression	Illumina	4254119	2022-04-04T18:44:07.093282-05:00	fe8b8db1d606545a0afd835bb56fa773	2024-07-29T19:22:11.051331-05:00	81e44462-0fc4-49a5-b717-3a26fd823a13	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	c4410701-f5e1-40dc-a3ad-25d79d0e17f5	released	5df55a42-a02c-4e4d-a870-4b1434c343be_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-01525	C3N-01525-02
dbf101e0-64b2-493a-8637-e0d465264f3b	TSV	CPT0108810001	open	6a6ccdf5-9405-409a-a161-72e875400889.rna_seq.augmented_star_gene_counts.tsv	c0ccf7ac-ac43-4a4f-803a-90a90fabe7e7	Transcriptome Profiling	gene_expression	Illumina	4205833	2022-04-21T09:02:46.047858-05:00	87e662c98bd5be42bec7ddca35f5f97c	2024-07-29T19:46:17.571256-05:00	dbf101e0-64b2-493a-8637-e0d465264f3b	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	3e86cdd2-1d0d-454b-9c50-4035414aaee2	released	6a6ccdf5-9405-409a-a161-72e875400889_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3L-01967	C3L-01967-12
76aa7262-dd2a-4ff4-8406-8098593911f2	TSV	CPT0097440006	open	119ac668-eab5-42e5-a7a5-f28720173235.rna_seq.augmented_star_gene_counts.tsv	8f8c9aee-7a9a-462d-8db8-71b65b123d0e	Transcriptome Profiling	gene_expression	Illumina	4232111	2022-04-21T08:15:09.906210-05:00	8162ff150f51a2ccd0174989b0b7b379	2024-07-29T19:19:24.810176-05:00	76aa7262-dd2a-4ff4-8406-8098593911f2	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	cd9ceef8-4192-4d21-b63d-df0c343dddf6	released	119ac668-eab5-42e5-a7a5-f28720173235_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-01529	C3N-01529-02
73f55f88-8817-4ed1-82d7-2da2fe80c308	TSV	CPT0095100006	open	09c2ef25-0496-4574-995b-d493f9ddf724.rna_seq.augmented_star_gene_counts.tsv	58c11dff-4c04-4d44-870f-376012faebd7	Transcriptome Profiling	gene_expression	Illumina	4228697	2022-04-04T19:27:23.430891-05:00	e45e229d5d828ffc0ce09b925d6601e9	2024-07-29T19:19:52.848687-05:00	73f55f88-8817-4ed1-82d7-2da2fe80c308	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	7c98f2dc-3b48-485c-aecb-663c43b7e8f8	released	09c2ef25-0496-4574-995b-d493f9ddf724_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-01007	C3N-01007-01
60d3d758-15a7-45c1-bd14-ba2d353ef5e1	TSV	CPT0091910006	open	04927de5-bd59-41c1-b17c-c5e634c28280.rna_seq.augmented_star_gene_counts.tsv	48892ff2-7409-469d-9a7d-32f6a5229557	Transcriptome Profiling	gene_expression	Illumina	4237700	2022-04-04T19:00:51.292671-05:00	8143778465c62ebfb9c156b4072bdb68	2024-07-29T19:15:11.017590-05:00	60d3d758-15a7-45c1-bd14-ba2d353ef5e1	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	873eb23f-a333-40c1-8f57-6b8fc4473e08	released	04927de5-bd59-41c1-b17c-c5e634c28280_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3L-01633	C3L-01633-02
c8d3b0b7-be6a-4536-ba5b-1f48e077e0ae	TSV	CPT0083580013	open	bc7800fb-a548-4e92-863d-be3c0c07dddf.rna_seq.augmented_star_gene_counts.tsv	ac673a4a-c912-4b92-a7db-4fdf7e9aae55	Transcriptome Profiling	gene_expression	Illumina	4239321	2022-04-04T19:20:55.822089-05:00	6bed5a9da64a1223962234fc94f84aa0	2024-07-29T19:40:36.490258-05:00	c8d3b0b7-be6a-4536-ba5b-1f48e077e0ae	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	abaf0c1f-21d2-431f-8dbc-5a6e1dab689d	released	bc7800fb-a548-4e92-863d-be3c0c07dddf_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3L-01355	C3L-01355-02
5ed50972-1e1c-4c46-89d5-9c6ac8ca587f	TSV	CPT0063090006	open	e28edd15-0242-4630-8914-eb4c664e273a.rna_seq.augmented_star_gene_counts.tsv	f2494c36-7b47-412f-8830-6dcaa6b6a375	Transcriptome Profiling	gene_expression	Illumina	4239242	2022-01-06T09:16:27.967470-06:00	38c7387b7e5dcef94e603a1902a98d65	2024-07-30T21:58:00.166901-05:00	5ed50972-1e1c-4c46-89d5-9c6ac8ca587f	Gene Expression Quantification	released	RNA-Seq	2	32.0 - 43.0	CPTAC-3	4c8462b5-a3ef-41eb-885f-6669f6471da2	released	e28edd15-0242-4630-8914-eb4c664e273a_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-00866	C3N-00866-01
82aca709-d767-4394-8afb-8dbfd778eddc	TSV	CPT0111950006	open	5f5e3a6a-6fc7-4170-b8d3-6c002963a6ce.rna_seq.augmented_star_gene_counts.tsv	10360084-e557-421f-92e7-7135bdd9be70	Transcriptome Profiling	gene_expression	Illumina	4231999	2022-04-04T19:11:10.569694-05:00	54fe581b41b6b61270b0fde23cb953c0	2024-07-29T19:22:34.599497-05:00	82aca709-d767-4394-8afb-8dbfd778eddc	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	e4bef1fb-9293-4933-86fd-10f483bb7551	released	5f5e3a6a-6fc7-4170-b8d3-6c002963a6ce_star_-_counts	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	STAR - Counts	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	Primary Tumor	NA	C3L-02412	C3L-02412-01
b8b66fec-e880-41a8-9b87-7852f8899335	TSV	CPT0348170001	open	0edecbfa-1c71-4919-9e19-8daeb1289aa8.rna_seq.augmented_star_gene_counts.tsv	b31ba39e-749d-4005-98cd-d2e20b6a34d3	Transcriptome Profiling	gene_expression	Illumina	4224867	2022-04-21T09:02:37.514163-05:00	6ab1bf9be0ff473d3cb8efc6675b293f	2024-07-29T19:38:31.148253-05:00	b8b66fec-e880-41a8-9b87-7852f8899335	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	6e1a1ab8-fa02-42aa-bce1-ca5f59e95dbe	released	0edecbfa-1c71-4919-9e19-8daeb1289aa8_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3L-02412	C3L-02412-11
598fb038-3a0c-404f-9d0c-5d2a776b0b2c	TSV	CPT0026270006	open	60adb9ee-7a51-41f7-9e9d-14d42ad5ce40.rna_seq.augmented_star_gene_counts.tsv	3deae13e-8f5d-4cc8-bad3-e6481433ebd3	Transcriptome Profiling	gene_expression	Illumina	4240551	2022-01-06T09:00:41.088746-06:00	8190296693dc3710d1953b75adec5a40	2024-07-30T22:03:51.690471-05:00	598fb038-3a0c-404f-9d0c-5d2a776b0b2c	Gene Expression Quantification	released	RNA-Seq	2	32.0 - 43.0	CPTAC-3	af5be088-9637-445c-98eb-c8b57b5857d3	released	60adb9ee-7a51-41f7-9e9d-14d42ad5ce40_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-00389	C3N-00389-04
