baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SLC25A13	1978.5592943371	0.276602747225934	0.252460338990719	1.09562851864864	0.273241376046606	0.52878290587157
ST7	1358.84758403143	-0.13047094845474	0.179563500978644	-0.726600605043097	0.467470657489775	0.702929680320089
CDC27	1881.23601407857	-0.0465799422688012	0.144237345862281	-0.322939541006781	0.746741029935739	0.882005766852516
SLC4A1	55.332936542854	2.69979803711601	0.955550824912036	2.82538402639603	0.00472239797343423	0.0373165166987322
CALCR	9.9959333197992	-0.493537812917638	0.882057645815125	-0.559530111505979	0.575799986842692	0.779095764209376
HCCS	1320.58011453196	-0.157944834960563	0.220153631837952	-0.71743006754856	0.473108772525007	0.706706228959229
DVL2	1535.82014475839	-0.263442116712438	0.229547304655543	-1.14765937725889	0.251109207243391	0.504670115110087
PRSS22	25.2248640312491	-2.06601729337283	0.678860856696358	-3.04335899322137	0.00233953054042658	0.0223585812840899
UPF1	6441.67558175324	0.0899733787405572	0.143820075035238	0.6255968001582	0.531579438126443	0.749890402105339
SKAP2	2546.65126085265	-0.496993675291872	0.340982249580942	-1.45753532889956	0.144968666589952	0.366513169204007
SLC25A5	9388.98704825458	-0.286407799809867	0.298981791494595	-0.957943954975079	0.338091020297084	0.594220783704548
MCUB	288.615399859343	-0.247451500296088	0.428086610140996	-0.578040738565932	0.563236615270071	0.772186064888317
HOXA11	270.990709252301	1.29976855287864	0.724575003052717	1.79383576220898	0.072839387018387	0.240129471828796
POLR2J	2461.47409618119	-0.227015189464871	0.23596169472985	-0.962084925372223	0.336006945770634	0.592254833148859
DHX33	691.315823839986	-0.111353181224894	0.113063215383322	-0.984875415468852	0.324685270643375	0.580452061399113
MEOX1	10.375721241256	-2.88249296979078	0.992942287018121	-2.90298137915661	0.00369628613802873	0.0313576698320168
THSD7A	452.556634850776	-0.642715325604604	0.478169084415269	-1.34411727263914	0.178910467485541	0.41415301769954
LIG3	752.89223665225	0.0764286369344547	0.177484753410147	0.430620858783498	0.66674407193323	0.836381442241562
RPAP3	1281.83075323698	0.150717259799945	0.180335412177337	0.835760752589919	0.403289509979229	0.652351357004693
ACSM3	1989.68493078736	-2.38444663360931	0.615263921315225	-3.87548587037605	0.000106412154862971	0.00210356990609797
REXO5	268.798075453459	0.481180321370902	0.273921144267871	1.75663811078545	0.0789795126721907	0.25259236925477
CIAPIN1	2493.43683731733	0.0141330680654126	0.216603903626051	0.0652484457981523	0.947976189110094	0.97834175917857
SPPL2B	2510.84400135655	0.281258113860531	0.236617464825732	1.18866168255026	0.234572824601235	0.485220943510415
FAM214B	1394.12086753385	-0.626997762871064	0.238767375960671	-2.62597752456073	0.00864005221909109	0.0576887205413918
COPZ2	565.495434020297	-0.126296258765226	0.549897968321018	-0.229672168367601	0.81834652323639	0.920674534407631
PRKAR2B	4820.83773772152	0.794141781302036	0.481501089300695	1.64930422578151	0.0990853243689476	0.290569233425503
MSL3	729.209770490069	-0.404639738534365	0.148971736485094	-2.71621817723023	0.00660323868792224	0.0477625289022206
CREBBP	2802.31167037643	-0.278127017513897	0.174352095130608	-1.59520318528752	0.110666806705729	0.310778030773123
TSPOAP1	753.834137740483	0.5199147923002	0.492706660809107	1.05522176510951	0.291323912087417	0.54769592407
MPO	3.59789835517276	-0.186399335350817	0.953710079378466	-0.195446540181576	0.845043385263656	0.934610741466126
PON1	9.2407611643109	-0.787704456924732	0.730417368790778	-1.07843062142511	0.280841627741158	0.53775114995637
GCFC2	475.612616746457	0.00301992866303106	0.182255955064409	0.0165697118756082	0.986779887662367	0.994182584299652
WDR54	797.116507919667	0.335619868672569	0.351011299461988	0.956151181420625	0.3389958599814	0.595089782380352
CROT	859.258613361897	-0.034397807816056	0.274594676599429	-0.125267569794277	0.900311725467766	0.958373131667306
ABCB4	1620.17233954844	3.11895641865658	0.717306563186065	4.34814984098722	1.37290796733618e-05	0.000431748637071161
KMT2E	1674.405956184	0.0826362837504206	0.169178930735278	0.4884549357965	0.625227638029111	0.810059949205998
RHBDD2	19164.947623913	0.398482196428394	0.280500402719541	1.42061185140906	0.155429631186705	0.381997402742914
SOX8	362.899136155013	0.0447439496085901	0.851912676712959	0.0525217558461875	0.958112960598388	0.982543442659156
IBTK	3288.80236781947	0.246598383908708	0.198032245994884	1.24524358480022	0.21304222597548	0.459114594767502
ZNF195	492.780144386252	0.0469737808391245	0.182326576240661	0.257635402406295	0.796688304629081	0.90899642226218
MYCBP2	1123.23280577613	-0.284142245755576	0.209517244536763	-1.35617593856681	0.175043195789434	0.408639671963837
FBXL3	998.767407043724	-0.526214170235402	0.219375947486342	-2.3986867123077	0.0164539855502861	0.0901814493750453
ITGAL	301.467318880449	-1.46024430008871	0.421305123086194	-3.46600176468769	0.000528259812430377	0.00741241559713424
PDK2	1647.16388522798	-1.14427375187967	0.371044653802541	-3.08392464398266	0.0020428933338526	0.0202676705779088
ITGA3	5854.4330958943	-1.46531457734642	0.473894186365879	-3.09207122497826	0.00198765151592262	0.0198887930340672
ZFX	971.501242845376	-0.102971728828471	0.188701729629766	-0.545685135109794	0.58528239167717	0.785359318315873
LAMP2	8733.16583392089	-0.585241384494695	0.247392476719349	-2.36563937697513	0.0179989669959994	0.096169979096949
ITGA2B	28.2604248823767	0.527570662714354	0.460108746481813	1.14662167748034	0.251538013310187	0.505224314155949
ASB4	3699.35249998899	1.83435860580567	0.777139729923848	2.36039741010979	0.0182553668086294	0.0971351449408281
GDE1	2251.42960538522	0.0799861923507407	0.204518058792037	0.391095988408898	0.695726285757319	0.852424028914694
REX1BD	1485.4601343855	0.386385775553257	0.225265677877699	1.71524476872608	0.0863003600416736	0.266618552457631
CRLF1	166.578551655037	-0.450974594527456	0.669129032654802	-0.673972541197611	0.500328771134061	0.727175072710944
OSBPL7	392.366984664662	-0.0971637494982148	0.292090845301786	-0.332649074974691	0.739399194481755	0.877970623863409
TMEM98	1619.54186029774	0.859858728991949	0.428534093762332	2.00651183069889	0.0448016677971123	0.177225210911437
YBX2	34.5531591586035	0.901355411038875	0.669230858953561	1.34685273247602	0.17802766738775	0.412823833586706
MAP3K14	686.912695637914	0.195090133989813	0.288411563893698	0.676429652667183	0.498767895901413	0.72617338136982
ABCC8	3.49611590171431	0.848743364060741	0.701572998878296	1.2097719915358	0.226366396435763	0.475395519106452
TMEM132A	7594.18727792057	0.43299913153783	0.347197076193953	1.24712781652558	0.212350634952991	0.458405828065126
AP2B1	6585.73853394409	0.177660291245196	0.156846238058194	1.13270355377781	0.257338764791411	0.511333781562026
TAC1	16.0967187394706	-3.23799999303071	1.04781690905069	-3.09023452958427	0.00199998502716446	0.0199642462930713
ZNF263	1703.77130189292	-0.168141589174477	0.172136252474707	-0.97679359668402	0.32867134678636	0.585090198765529
CX3CL1	1635.03677150228	1.19199813932935	0.485427880683391	2.4555617564678	0.0140664581203545	0.0808814407164852
SPATA20	4332.18850933739	0.157699132258756	0.280920278519083	0.561366139497273	0.574547962096	0.778372141608308
CACNA1G	442.850255428754	-1.59049013534136	0.710549278236322	-2.23839525850926	0.0251952909667852	0.121191012997464
TNFRSF12A	4807.20320038223	-0.400012067529209	0.350491211443023	-1.14128986539292	0.253749318154772	0.507603088553571
DLX6	149.473408042577	0.545134423898386	0.747628130360114	0.729151836001419	0.465908789404994	0.70177541489156
MAP3K9	392.297391022936	0.636056391190409	0.431972485779526	1.47244653798401	0.140900333863221	0.360351893236015
RALA	3735.24003693413	-0.619066982344286	0.250352890067835	-2.47277745496186	0.0134067600184397	0.0781985014238175
BAIAP2L1	2749.4689532224	0.5817219118375	0.317220985492315	1.83380652113759	0.0666827193952124	0.227151872196232
KDM7A	456.092329310357	0.958783401103142	0.307400111053961	3.11900798544226	0.00181461043280568	0.0185520375174432
ETV1	1546.75847051022	0.974802100438476	0.416452443119862	2.34072849503709	0.0192461574419257	0.100786540713303
AGK	1381.98757294686	-0.187865532388908	0.18705871263435	-1.00431318992415	0.315227677995442	0.571107781470803
ALDH3B1	1895.23342993472	-1.60474126774958	0.531879473966498	-3.01711448983395	0.00255193407882434	0.0237653445769276
TTC22	29.7043778230181	-2.46283599944616	0.80212015584155	-3.07040782046208	0.00213766661094544	0.0209231564424126
PHTF2	906.432142947274	0.396232172330216	0.157080044521104	2.5224857399183	0.0116528674716858	0.07103790711675
CCL26	29.7469892373864	-0.546255209427032	0.469137192130084	-1.16438265520327	0.244268973460662	0.497443408867577
FARP2	952.96892302162	0.330856289575931	0.291406665187657	1.13537653424252	0.256217587315815	0.510108847306274
USH1C	65.1371987879421	2.23299940595867	1.0902394824723	2.04817330674446	0.0405430209912246	0.166056104236849
GGCT	550.024668812207	0.177391505685076	0.205286832768227	0.864115361384892	0.387524521191638	0.638927904376918
DBF4	374.726976204136	0.958333035196278	0.232241472814604	4.12645090294147	3.68404610158582e-05	0.000938160840437025
TBXA2R	1003.62195037965	0.442620369675463	0.570564476245458	0.77575872334023	0.437891459719201	0.680417755528509
IFRD1	724.854323195197	0.0328679278518091	0.252937728071325	0.129944742140408	0.896610145255164	0.956797821602126
LGALS14	7.91607618391073	3.49440703967992	1.13673245409755	3.07408047257182	0.00211152467756758	0.020764868987695
COX10	545.775706880391	-0.0800514213343302	0.190991722028938	-0.419135554588075	0.675117067552993	0.84006928751507
GTF2IRD1	1644.30153394464	-0.275773653218482	0.184365791357415	-1.49579621679307	0.134706767542514	0.351070783697232
PAF1	3903.3750695619	0.0871859831270366	0.209711129434871	0.415743233856902	0.677597901310282	0.841384873792914
VPS41	2623.28546961931	-0.272733709018605	0.219084516152634	-1.24487898007632	0.213176238554715	0.459114594767502
ARHGAP44	141.794581688609	-0.790232576058189	0.535206495190676	-1.47650034735968	0.139809622063557	0.358537287610309
ELAC2	3301.23692436632	-0.118439217714447	0.141731511582986	-0.835659031584512	0.403346749063696	0.65236213163963
SCIN	195.944886780594	-1.19906793289423	0.459256816910153	-2.6108876095982	0.0090307567387962	0.0594936296859059
ARSD	695.829392805777	-0.695779075199244	0.415621369852631	-1.67406953941264	0.0941169334191375	0.281404998424447
PNPLA4	1453.67278639074	-0.0456159803306337	0.297842086399106	-0.153154918037703	0.878276108349161	0.948792131420105
MYH13	5.78674675049483	-1.0100046698885	1.39894238945299	-0.721977314793809	0.470308424849353	0.704979079362401
ADIPOR2	9681.7025630868	-0.189292430625015	0.217998210927081	-0.868321028048858	0.385218613700244	0.637071314064529
CDKL3	33.2050444285414	0.186663071721099	0.225744025358865	0.826879344533534	0.408305451927025	0.656703092685101
UPP2	8.75899102740071	-2.60869034190416	0.704318353099149	-3.70385114973275	0.000212350890027617	0.00365293643151932
PRSS21	3.96313178223827	-1.86760132069369	0.894463007676272	-2.08795814322779	0.0368016105655378	0.155696657119842
MARK4	2024.16828120291	0.223691933144542	0.214658641461716	1.04208212453649	0.297373605363966	0.553338837600672
PROM1	2.64401418778537	-1.75099507503398	0.758141863531828	-2.309587636906	0.0209109947133819	0.106492871287891
CCDC124	3043.96574915561	0.053384869168911	0.183174804107864	0.291442206961361	0.770713138327632	0.894774990822286
CEACAM21	33.8524165619226	-0.158334216153288	0.472840212695556	-0.334857763578652	0.73773238427881	0.877490448755876
PAFAH1B1	3429.75075022211	-0.0396691899384606	0.139270436490569	-0.284835683279752	0.775770032785431	0.897330316405808
NOS2	30.2060424941381	-1.333825187737	0.524008716561443	-2.54542557324159	0.0109144628122957	0.0678124667975536
DNAH9	49.3310399766312	-1.59379533957292	0.716123862637495	-2.22558613492218	0.026041915756496	0.123860652170448
KIAA0100	2653.62056484347	0.0498016174402629	0.230897787048027	0.215686854676975	0.829231848503968	0.926991806757438
SLC13A2	31.7236594295339	-0.492091782684772	1.03885348450537	-0.473687377502584	0.635722855793051	0.816915623989686
GAS7	279.479559797987	-2.19592671708677	0.424397284627157	-5.17422423900743	2.28859838839612e-07	1.77005177211815e-05
TRAPPC6A	837.006177212202	0.27840185099379	0.260374451550466	1.0692364375075	0.284963143768304	0.54172351975461
MATK	100.320433947565	-1.35788537043647	0.425633987863992	-3.19026536684936	0.00142142209454928	0.0154747680030403
CD79B	53.0642740336992	-1.2012745954645	0.376940330893708	-3.18690916574603	0.00143801928716813	0.015604676730647
SCN4A	161.462123168629	0.0543045490052505	0.432781007956303	0.125478124055604	0.900145042624675	0.958373131667306
ST7L	355.07283496	0.270414166664884	0.169465352729381	1.59568998801016	0.110558025050385	0.310683393833764
TKTL1	5.47080487371046	0.871276161088871	0.674689278971609	1.29137395278743	0.196574038172271	0.438103325309722
PAX6	29.2078910576987	1.38952867469234	0.875992075234118	1.58623429820523	0.112686170112	0.314331134423197
RPUSD1	1102.7877922233	0.0765468532403172	0.20587811311311	0.371806658235021	0.710036805973499	0.861269015367717
RHBDF1	404.331116041953	1.15233785076868	0.425274497220793	2.70963309180143	0.00673576748743968	0.0483390372628024
LUC7L	2000.31283251461	0.010760566422757	0.267887676248586	0.0401682024848792	0.967959027902309	0.986947908367155
CACNA2D2	53.5475776372048	0.298063203143848	0.311564520486379	0.956666062870529	0.338735832688042	0.59492309917704
BAIAP3	1491.11187472675	-0.266437367000175	0.530225341692557	-0.502498364468338	0.615317002582198	0.804186952224
TSR3	1642.10879788045	-0.100478765111999	0.163311491040487	-0.615258390403704	0.538384091987555	0.754866481735581
PIGQ	3075.84287944488	-0.341722298957223	0.232898394891949	-1.46725914154866	0.142305573972241	0.362126261496623
CRAMP1	494.154659444294	0.314932148480318	0.173113390994168	1.81922465195617	0.0688771633056041	0.231569885673461
TEAD3	329.31615848683	0.0372593558975224	0.464636683495303	0.0801903018445143	0.936085903329324	0.973674663041311
SELE	18.8009961950308	-1.41418515346878	0.698400065462917	-2.02489264162858	0.0428783893598373	0.17218676173449
DNAJC11	891.789443805763	0.0689305523952427	0.235626198574904	0.292541970341766	0.769872274913197	0.894304441732162
FMO3	190.747019248646	-1.74685247147842	0.700244664448578	-2.4946316054461	0.0126087959722071	0.07498414704418
MYLIP	493.28838704969	0.311091097015229	0.371151763445509	0.838177607260385	0.401930961490295	0.651445412736744
NOX1	61.4860840367678	-0.657406619145079	0.317931386553821	-2.06776256434119	0.0386623555044548	0.161029921481291
E2F2	155.457346975599	0.770977182007953	0.497220367416736	1.55057441836805	0.121003706621325	0.328420932482976
PSMB1	7156.11748743102	-0.0698774576751049	0.196452408784742	-0.35569661938669	0.722067777021534	0.868622462956365
SYN1	418.968486510603	-2.2940419968162	0.573677563563832	-3.99883513408651	6.36549996450362e-05	0.00141467414607467
JARID2	675.97233871511	0.90932261306722	0.225484470169562	4.03275051440758	5.5127797054563e-05	0.00126767847517109
CDKL5	593.374646096861	0.0800446842459426	0.266574616646792	0.300271215814973	0.76397028722626	0.891247724851696
CAMK1G	20.0163404382901	-0.251581940838569	0.478676630421478	-0.52557807264802	0.599181395176985	0.794061045385444
CDK11A	41.5688651926034	-0.492504195348249	0.286094151221232	-1.72147593107348	0.0851644960942899	0.264285480748968
NADK	4177.35169172353	0.151394405623163	0.250754649742946	0.603755127884411	0.546006456536554	0.761102985692841
TFAP2B	1.08557628223856	-2.02170122598527	1.53090015194138	-1.32059639776082	0.1866359746012	0.424686416998735
DLEC1	23.1732491495104	-0.128313436674718	0.51162845319804	-0.250794176658214	0.801973244078484	0.911592756947013
CYTH3	1384.44278902086	0.21374538179292	0.195822710321879	1.09152498932111	0.275041942193314	0.531033833298413
ADAM22	784.928604175214	0.637592157589965	0.446999928415476	1.4263808941762	0.153758425594521	0.379714421401292
SYPL1	4621.4171402065	0.517843835275223	0.188575282777605	2.74608542353846	0.00603110576658671	0.0447468147435459
CYB561	2120.34628638789	-0.219542218306943	0.371051616754111	-0.591675681748692	0.554067783905193	0.766535796313704
SPAG9	2149.79298308768	0.0979126769560295	0.190294106199321	0.514533418357541	0.606879102131573	0.799249361334797
CELSR3	188.832918946851	0.364058745600228	0.480460402382987	0.757728927908669	0.448613277491451	0.687696017301705
AASS	768.87579530511	0.1596059593724	0.337735278150984	0.472577103127048	0.636514921219857	0.81752977885512
PLEKHG6	36.3603850628123	-2.7011156691377	0.71661333778069	-3.76927908919879	0.000163719740725628	0.00296402549153169
SS18L2	573.396078785791	-0.184750395335841	0.179240767065916	-1.03073870057641	0.302663371110004	0.558569691147708
MPND	424.401051666742	0.3410086810764	0.233621120569615	1.45966546280128	0.144382038275274	0.365727692818212
MGST1	15522.5650001753	-0.70972762149716	0.434513381869705	-1.63338495685268	0.102388058858875	0.296708969270662
CRY1	653.036245078226	-0.126119419178661	0.20591660305117	-0.612478145569063	0.540221453010126	0.756253375824905
PGLYRP1	1.86732359704947	0.197182464053132	0.481538997779684	0.409483894268825	0.682184583822924	0.844199348921092
NFIX	1861.04890218471	0.693131260605441	0.387992844347549	1.78645372125616	0.0740258240291692	0.242763070254506
ST3GAL1	4953.04338423941	0.19281839509491	0.356848956215746	0.540336161102106	0.588965224677302	0.78750162888709
MMP25	21.2133897999634	-1.33908248499386	0.376175894989015	-3.55972432798483	0.000371244294876502	0.00567929756034053
IL32	1531.20717546859	0.755391882751965	0.530999053718971	1.42258611849006	0.15485617044154	0.38135947784919
PKD1	1634.31895069028	0.07558259611745	0.245454683890819	0.307928921621516	0.75813641809048	0.888196214044816
MAPK8IP2	586.388945864839	1.02339969378559	0.542501022781702	1.88644749191081	0.059234677868619	0.210734990042566
MED24	2723.75442370634	-0.233411399850697	0.15046209804541	-1.55129699029089	0.120830527773895	0.328103606708069
RHOBTB2	1357.50342167747	0.270201255296163	0.337460079497018	0.80069102010198	0.423310542469798	0.669011143500568
HEATR5B	868.012910791401	0.0767654453704694	0.158577133551071	0.4840889960074	0.628322710420634	0.812013352179665
SEC62	6386.66985337074	0.0454104486362226	0.145621097923762	0.311839762806874	0.755162303416063	0.886688234150264
RPS20	31633.9606446535	-0.104397586337458	0.24623323153591	-0.423978460121995	0.671581522248696	0.8385566129551
CSDE1	11941.040926671	-0.10611192347807	0.176159375996204	-0.602363188890702	0.546932407645654	0.761640002707239
UBE3C	2580.75357155285	0.089487612301932	0.209740297512735	0.426659127326252	0.669627624771048	0.837587503027507
REV3L	673.978904690647	0.54698500710709	0.219220502799533	2.49513617623295	0.0125908799746992	0.0748928760306569
TENM1	169.078591023388	-1.34484453554347	0.757927648664093	-1.77437059845206	0.0760018698491184	0.246612788900578
PAX7	1.6761451057932	-2.69354060889596	2.0489134189998	-1.31461904828114	0.188637965082263	0.427340982508635
MASP2	15.0830540980775	0.265201209473268	0.43199394608634	0.613900291603309	0.539281217499275	0.755434145560599
FAM76A	297.954802039239	0.0166605832195265	0.142878161489649	0.116606926109793	0.907171548930362	0.961220637641335
TRAF3IP3	48.9231600110215	-1.80046424371791	0.466165821405422	-3.8622828209279	0.000112332413647421	0.00219981792044111
POMT2	1976.19692893892	0.165315650217284	0.258163836572867	0.640351694535745	0.521943979876645	0.742875632880009
VTA1	1435.63793293088	-0.00734480862994377	0.164222856759181	-0.0447246429327088	0.964326791128589	0.985449850198977
MLXIPL	1710.25844535246	0.681103135714437	0.629141725629537	1.08259094567747	0.278990027967405	0.535677020642276
BAZ1B	4097.18691691569	0.134197453137761	0.157030595425654	0.854594308669591	0.392775779446023	0.643855785842757
RANBP9	1183.01042125587	0.521374705093877	0.225965315705501	2.30732182709571	0.0210368855876782	0.106840095780035
ETV7	109.12314680567	0.134794650792587	0.486447902658427	0.277099870419704	0.781703421319028	0.900869861223675
SPRTN	292.120282412266	0.37247470153916	0.146348437506935	2.54512250273604	0.0109239407255779	0.0678424416776144
EEF1AKNMT	1000.07442461935	0.1256596696578	0.253092596778437	0.496496820757682	0.61954392987069	0.806710217798847
DYRK4	879.749312452501	-0.267841843784843	0.230046377930431	-1.16429498344826	0.244304488845848	0.497446249006091
ZNF207	3802.12072584628	0.155327629070753	0.104613161109523	1.48478095321234	0.137601858982435	0.355102364903719
UQCRC1	10443.1643303056	-0.392404235648685	0.184702733090208	-2.12451775392536	0.0336268730833281	0.146978318897269
STARD3NL	1249.10906073138	0.0418798640329862	0.196225856463027	0.213426837766802	0.830994049193667	0.928036466929826
CD9	7753.94924820026	-1.03577750978474	0.434875047149879	-2.38178188556256	0.0172290988653229	0.0932552561193772
HHATL	67.9765443654095	-2.66626846274192	0.883297006757945	-3.01854126340606	0.00253994809779402	0.0236912632593354
NCAPD2	2351.23548298167	0.374298489186958	0.247540742743681	1.51206821567361	0.130516509644451	0.343900270035504
IFFO1	1950.5459204475	-0.497722598882871	0.258793620171094	-1.92324137880144	0.0544497428325238	0.199980551897056
